"kode";"jenis";"nama"
"1102082013";"Kelurahan/Desa";"Kampung Nangka"
"1102082014";"Kelurahan/Desa";"Tenembak  Juhar"
"1102082015";"Kelurahan/Desa";"Simpang Empat"
"1102082016";"Kelurahan/Desa";"Kuta Buluh Botong"
"1102082017";"Kelurahan/Desa";"Katambaru  Becawan"
"1102082018";"Kelurahan/Desa";"Lawe Kinge"
"1102082019";"Kelurahan/Desa";"Kandang Mbelang Mandiri"
"1102082020";"Kelurahan/Desa";"Mbacang Racun"
"1102082021";"Kelurahan/Desa";"Telaga Mekar"
"1102082023";"Kelurahan/Desa";"Pulonas Baru"
"1102082025";"Kelurahan/Desa";"Kuta Genting"
"1102082026";"Kelurahan/Desa";"Lawe Sagu Baru"
"1102082027";"Kelurahan/Desa";"Lawe Sagu"
"1102082028";"Kelurahan/Desa";"Pekhapet Timur"
"1102082029";"Kelurahan/Desa";"Bahagia"
"1102082030";"Kelurahan/Desa";"Kute Galuh Asli"
"1102090000";"Kecamatan";"Bukit Tusam"
"1102092001";"Kelurahan/Desa";"Kute Lengat Pangan"
"1102092002";"Kelurahan/Desa";"Kute Lengat Selian"
"1102092003";"Kelurahan/Desa";"Tualang Baru"
"1102092004";"Kelurahan/Desa";"Alur Buluh"
"1102092005";"Kelurahan/Desa";"Maha Singkil"
"1102092006";"Kelurahan/Desa";"Tenembak  Bintang"
"1102092007";"Kelurahan/Desa";"Kute Lingga"
"1102092008";"Kelurahan/Desa";"Rikit Bur"
"1102092010";"Kelurahan/Desa";"Kerukunan"
"1102092011";"Kelurahan/Desa";"Lawe Dua"
"1102092012";"Kelurahan/Desa";"Rema"
"1102092013";"Kelurahan/Desa";"Bambel Baru"
"1102092014";"Kelurahan/Desa";"Pejuang"
"1102092015";"Kelurahan/Desa";"Darussalam"
"1102092016";"Kelurahan/Desa";"Amaliah"
"1102092017";"Kelurahan/Desa";"Sebudi Jaya"
"1102092018";"Kelurahan/Desa";"Gumpang"
"1102092019";"Kelurahan/Desa";"Kute Gekhat"
"1102092020";"Kelurahan/Desa";"Paye Khambung"
"1102092021";"Kelurahan/Desa";"Mbak Sako"
"1102092022";"Kelurahan/Desa";"Darul Imami"
"1102092023";"Kelurahan/Desa";"Rikit Bur II"
"1102092024";"Kelurahan/Desa";"Kute Empat Lima"
"1102100000";"Kecamatan";"Semadam"
"1102102001";"Kelurahan/Desa";"Simpang Semadam"
"1102102002";"Kelurahan/Desa";"Semadam Awal"
"1102102003";"Kelurahan/Desa";"Semadam Asal"
"1102102004";"Kelurahan/Desa";"Lawe Kinga Gabungan"
"1102102005";"Kelurahan/Desa";"Lawe Kinga Tebing Tinggi"
"1102102006";"Kelurahan/Desa";"Kebun Sere"
"1102102007";"Kelurahan/Desa";"Lawe Beringin Horas"
"1102102008";"Kelurahan/Desa";"Lawe. Berigin Gayo"
"1102102009";"Kelurahan/Desa";"Suka Makmur"
"1102102010";"Kelurahan/Desa";"Pasar Puntung"
"1102102011";"Kelurahan/Desa";"Titi Pasir"
"1102102012";"Kelurahan/Desa";"Lawe Petanduk I"
"1102102013";"Kelurahan/Desa";"Ngkeran Alur Buluh"
"1102102014";"Kelurahan/Desa";"Kampung Baru"
"1102102015";"Kelurahan/Desa";"Sepakat Segenap"
"1102102016";"Kelurahan/Desa";"Selamat Indah"
"1102102017";"Kelurahan/Desa";"Lawe Kinge Lapter"
"1102102018";"Kelurahan/Desa";"Lawe Mejile"
"1102102019";"Kelurahan/Desa";"Lawe Petanduk-II"
"1102110000";"Kecamatan";"Babul Rahmah"
"1102112004";"Kelurahan/Desa";"Titi Mas"
"1102112005";"Kelurahan/Desa";"Meranti"
"1102112006";"Kelurahan/Desa";"Kute Lang-Lang"
"1102112007";"Kelurahan/Desa";"Lawe Sumur"
"1102112008";"Kelurahan/Desa";"Pardamaian"
"1102112009";"Kelurahan/Desa";"Salim Pipit"
"1102112010";"Kelurahan/Desa";"Penguhapan"
"1102112011";"Kelurahan/Desa";"Lumban Tua"
"1102112012";"Kelurahan/Desa";"Mutiara Damai"
"1102112013";"Kelurahan/Desa";"Dolok Nauli"
"1102112014";"Kelurahan/Desa";"Tuhi Jongkat"
"1102112015";"Kelurahan/Desa";"Uning Sigugur"
"1102112016";"Kelurahan/Desa";"Lumban Sitio-tio"
"1102112017";"Kelurahan/Desa";"Lawe Malum"
"1102112018";"Kelurahan/Desa";"Alur Baning"
"1102112019";"Kelurahan/Desa";"Lingga Alas"
"1102112020";"Kelurahan/Desa";"Khambung  Tumbung"
"1102112021";"Kelurahan/Desa";"Tuah Mesade"
"1102112022";"Kelurahan/Desa";"Sumukh Alas"
"1102112023";"Kelurahan/Desa";"Alukh Bakhu"
"1102112024";"Kelurahan/Desa";"Sepekhinding"
"1102112025";"Kelurahan/Desa";"Tanoh Subukh"
"1102112026";"Kelurahan/Desa";"Pinggan Mbelang"
"1102112027";"Kelurahan/Desa";"Sigai Indah"
"1102112028";"Kelurahan/Desa";"Ukekh Deleng"
"1102112029";"Kelurahan/Desa";"Alas Mesikhat"
"1102112030";"Kelurahan/Desa";"Titi Hakhapen"
"1102120000";"Kecamatan";"Ketambe"
"1102122001";"Kelurahan/Desa";"Aunan Sepakat"
"1102122002";"Kelurahan/Desa";"Lawe Penanggalan"
"1102122003";"Kelurahan/Desa";"Lawe Mengkudu"
"1102122004";"Kelurahan/Desa";"Jambur Lak-lak"
"1102122005";"Kelurahan/Desa";"Simpang Tiga Jongar"
"1102122006";"Kelurahan/Desa";"Jongar Asli"
"1102122007";"Kelurahan/Desa";"Ketambe"
"1102122008";"Kelurahan/Desa";"Rumah Bundar"
"1102122009";"Kelurahan/Desa";"Penyeberangan Cingkam"
"1102122010";"Kelurahan/Desa";"Deleng Damar"
"1102122011";"Kelurahan/Desa";"Bintang Bener"
"1102122012";"Kelurahan/Desa";"Suka Rimbun"
"1102122013";"Kelurahan/Desa";"Lawe Aunan"
"1102122014";"Kelurahan/Desa";"Bener Bepapah"
"1102122015";"Kelurahan/Desa";"Penungkunen"
"1102122016";"Kelurahan/Desa";"Datok Pining"
"1102122017";"Kelurahan/Desa";"Kati Maju"
"1102122018";"Kelurahan/Desa";"Leuser"
"1102122019";"Kelurahan/Desa";"Jati Sara"
"1102122020";"Kelurahan/Desa";"Bukit Mbakhu"
"1102122021";"Kelurahan/Desa";"Kayu Metangur"
"1102122022";"Kelurahan/Desa";"Lawe Sembekan"
"1102122023";"Kelurahan/Desa";"Lawe Beringin"
"1102122024";"Kelurahan/Desa";"Lawe Ger-Ger"
"1102122025";"Kelurahan/Desa";"Simpur Jaya"
"1102130000";"Kecamatan";"Deleng Pokhkisen"
"1102132001";"Kelurahan/Desa";"Salang Baru"
"1102132002";"Kelurahan/Desa";"Ranto Dior"
"1102132003";"Kelurahan/Desa";"Lembah Alas"
"1102132004";"Kelurahan/Desa";"Tenembak Lang-Lang"
"1102132005";"Kelurahan/Desa";"Salang Sigotom"
"1102132006";"Kelurahan/Desa";"Tualang Lama"
"1102132007";"Kelurahan/Desa";"Gusung Batu"
"1102132008";"Kelurahan/Desa";"Kaya Pangur"
"1102132009";"Kelurahan/Desa";"Sepakat"
"1102132010";"Kelurahan/Desa";"Lawe Pangkat"
"1102132011";"Kelurahan/Desa";"Bunga Melur"
"1102132012";"Kelurahan/Desa";"Penampaan"
"1102132013";"Kelurahan/Desa";"Terutung Mbelang"
"1102132014";"Kelurahan/Desa";"Salang Muara"
"1102132015";"Kelurahan/Desa";"Lawe Hakhum"
"1102132016";"Kelurahan/Desa";"Tanoh Khukahen"
"1102132017";"Kelurahan/Desa";"Tading Ni Ulihi"
"1102132018";"Kelurahan/Desa";"Peseluk Pesimbe"
"1102132019";"Kelurahan/Desa";"Kane Lot"
"1102132020";"Kelurahan/Desa";"Muhajirin"
"1102132021";"Kelurahan/Desa";"Beriring Naru"
"1102132022";"Kelurahan/Desa";"Kati  Jeroh"
"1102140000";"Kecamatan";"Lawe Sumur"
"1102142001";"Kelurahan/Desa";"Terutung Megara Lawe Pasaran"
"1102142002";"Kelurahan/Desa";"Kisam Gabungan"
"1102142003";"Kelurahan/Desa";"Kisam Kute Pasir"
"1102142004";"Kelurahan/Desa";"Lawe Sumur"
"1102142005";"Kelurahan/Desa";"Lawe Sumur Baru"
"1102142006";"Kelurahan/Desa";"Kute Lesung"
"1102142007";"Kelurahan/Desa";"Berandang"
"1102142008";"Kelurahan/Desa";"Kute Bunin"
"1102142009";"Kelurahan/Desa";"Buah Pala"
"1102142010";"Kelurahan/Desa";"Panosan"
"1102142011";"Kelurahan/Desa";"Lawe Pasaran Tengku Mbelin"
"1102142012";"Kelurahan/Desa";"Terutung Megahke MBakhu"
"1102142013";"Kelurahan/Desa";"Kisam Lestari"
"1102142014";"Kelurahan/Desa";"Kisam Kute Rambe"
"1102142015";"Kelurahan/Desa";"Lawe Polak"
"1102142016";"Kelurahan/Desa";"Lawes Sumur Sepakat"
"1102142017";"Kelurahan/Desa";"Setia Baru"
"1102142018";"Kelurahan/Desa";"Teger Miko"
"1102150000";"Kecamatan";"Tanoh Alas"
"1102152001";"Kelurahan/Desa";"Salim Pinim I"
"1102152002";"Kelurahan/Desa";"Jambur Damar"
"1102152003";"Kelurahan/Desa";"Alur Langsat"
"1102152004";"Kelurahan/Desa";"Rambah Sayang"
"1102152006";"Kelurahan/Desa";"Rumah Luar"
"1102152007";"Kelurahan/Desa";"Tenembak  Alas"
"1102152008";"Kelurahan/Desa";"Lawe Tungkal"
"1102152009";"Kelurahan/Desa";"Salim Pinim II"
"1102152010";"Kelurahan/Desa";"Jambukh Pekhmate"
"1102152011";"Kelurahan/Desa";"Khutung Mbelang"
"1102152012";"Kelurahan/Desa";"Timang Rasa"
"1102152013";"Kelurahan/Desa";"Stambul Jaya"
"1102152014";"Kelurahan/Desa";"Alur Nangke"
"1102152015";"Kelurahan/Desa";"Kute Mejile"
"1102160000";"Kecamatan";"Leuser"
"1102162001";"Kelurahan/Desa";"Bintang Alga Musara"
"1102162002";"Kelurahan/Desa";"Bintang Bukit Indah"
"1102162003";"Kelurahan/Desa";"Tanjung Sari"
"1102162004";"Kelurahan/Desa";"Bun-bun Alas"
"1102162005";"Kelurahan/Desa";"Naga Timbul"
"1102162006";"Kelurahan/Desa";"Gunung Pak-Pak"
"1102162007";"Kelurahan/Desa";"Bukit Meriah"
"1102162008";"Kelurahan/Desa";"Permata Musara"
"1102162009";"Kelurahan/Desa";"Laut Tawar"
"1102162010";"Kelurahan/Desa";"Kane Mende"
"1102162011";"Kelurahan/Desa";"Lawe Sekhakut"
"1102162012";"Kelurahan/Desa";"Bunbun Indah"
"1102162013";"Kelurahan/Desa";"Suka Damai"
"1102162014";"Kelurahan/Desa";"Tuah Kekhine"
"1102162015";"Kelurahan/Desa";"Punce Nali"
"1102162016";"Kelurahan/Desa";"Sade Ate"
"1102162017";"Kelurahan/Desa";"Akhih Majile"
"1102162018";"Kelurahan/Desa";"Ukhat Peseluk"
"1102162019";"Kelurahan/Desa";"Tunas Mude"
"1102162020";"Kelurahan/Desa";"Gaye Sendah"
"1102162021";"Kelurahan/Desa";"Kute Hakhapen"
"1102162022";"Kelurahan/Desa";"Kompas"
"1102162023";"Kelurahan/Desa";"Sepakat"
"1103000000";"KAB/KOTA";"KAB. ACEH TIMUR"
"1103010000";"Kecamatan";"Darul Aman"
"1103012001";"Kelurahan/Desa";"Alue Luddin Sa"
"1103012002";"Kelurahan/Desa";"Alue Luddin Dua"
"1103012003";"Kelurahan/Desa";"Alue Dalam"
"1103012004";"Kelurahan/Desa";"Dama Pulo Sa"
"1103012005";"Kelurahan/Desa";"Dama Pulo Dua"
"1103012006";"Kelurahan/Desa";"Buket Kulam"
"1103012007";"Kelurahan/Desa";"Seuneubok Teungoh"
"1103012008";"Kelurahan/Desa";"Jungka Gajah"
"1103012009";"Kelurahan/Desa";"Seuneubok Simpang"
"1103012010";"Kelurahan/Desa";"Matang Pineung"
"1103012011";"Kelurahan/Desa";"Lhok Geulumpang"
"1103012012";"Kelurahan/Desa";"Blang Buket"
"1103012013";"Kelurahan/Desa";"Meunasah Keutapang"
"1103012014";"Kelurahan/Desa";"Buket Rumia"
"1103012015";"Kelurahan/Desa";"Alue Gadeng"
"1103012016";"Kelurahan/Desa";"Kapai Baro"
"1103012017";"Kelurahan/Desa";"Seuneubok  Tuha Sa"
"1103012018";"Kelurahan/Desa";"Seuneubok  Tuha Dua"
"1103012019";"Kelurahan/Desa";"Seuneubok  Buloh"
"1103012020";"Kelurahan/Desa";"Gaseh Sayang"
"1103012021";"Kelurahan/Desa";"Alue Lhok"
"1103012022";"Kelurahan/Desa";"Trieng Gadeng"
"1103012023";"Kelurahan/Desa";"Grong-Grong"
"1103012024";"Kelurahan/Desa";"Matang Geuto"
"1103012025";"Kelurahan/Desa";"Alue Merbo"
"1103012026";"Kelurahan/Desa";"Buket Raya"
"1103012027";"Kelurahan/Desa";"Gampong Keude"
"1103012028";"Kelurahan/Desa";"Peukan Idi Cut"
"1103012029";"Kelurahan/Desa";"Gampong Beunot"
"1103012030";"Kelurahan/Desa";"Seuneubok  Baroh"
"1103012031";"Kelurahan/Desa";"Teupin Drum"
"1103012032";"Kelurahan/Desa";"Kuala Idi Cut"
"1103012034";"Kelurahan/Desa";"Seuneubok  Aceh"
"1103012035";"Kelurahan/Desa";"Gampong Baro"
"1103012036";"Kelurahan/Desa";"Bagok Panah Sa"
"1103012037";"Kelurahan/Desa";"Bagok Panah Dua"
"1103012038";"Kelurahan/Desa";"Bagok Panah Lhee"
"1103012039";"Kelurahan/Desa";"Bagok Panah Peut"
"1103012040";"Kelurahan/Desa";"Buket Tualang"
"1103012041";"Kelurahan/Desa";"Keumuneng Sa"
"1103012042";"Kelurahan/Desa";"Keumuneng Dua"
"1103012043";"Kelurahan/Desa";"Keumuneng Lhee"
"1103012044";"Kelurahan/Desa";"Keumuneng Peut"
"1103012045";"Kelurahan/Desa";"Keumuneng Limong"
"1103012046";"Kelurahan/Desa";"Meunasah Blang"
"1103020000";"Kecamatan";"Julok"
"1103022001";"Kelurahan/Desa";"Blang Keumahang"
"1103022002";"Kelurahan/Desa";"Blang Jambee"
"1103022003";"Kelurahan/Desa";"Keumuneng"
"1103022004";"Kelurahan/Desa";"Ladang Baro"
"1103022005";"Kelurahan/Desa";"Buket Panyang"
"1103022006";"Kelurahan/Desa";"Seuneubok  Rambong"
"1103022007";"Kelurahan/Desa";"Seuneubok  Baro"
"1103022008";"Kelurahan/Desa";"Blang Mideun"
"1103022009";"Kelurahan/Desa";"Paya Bakong"
"1103022010";"Kelurahan/Desa";"Teupin Raya"
"1103022011";"Kelurahan/Desa";"Lhok Rambong"
"1103022012";"Kelurahan/Desa";"Julok Tunong"
"1103022013";"Kelurahan/Desa";"Ulee Ateung"
"1103022014";"Kelurahan/Desa";"Ulee Blang"
"1103022015";"Kelurahan/Desa";"Labuhan"
"1103022016";"Kelurahan/Desa";"Naleung"
"1103022017";"Kelurahan/Desa";"Mane Rampak"
"1103022018";"Kelurahan/Desa";"Matang"
"1103022019";"Kelurahan/Desa";"Blang Uyok"
"1103022020";"Kelurahan/Desa";"Blang Pauh Sa"
"1103022021";"Kelurahan/Desa";"Blang Pauh Dua"
"1103022022";"Kelurahan/Desa";"Ulee Tanoh"
"1103022023";"Kelurahan/Desa";"Keude Kuta Binjei"
"1103022024";"Kelurahan/Desa";"Bukit Seroja"
"1103022025";"Kelurahan/Desa";"Kuala Geulumpang"
"1103022026";"Kelurahan/Desa";"Gampong Baro"
"1103022027";"Kelurahan/Desa";"Tumpok Teungoh"
"1103022028";"Kelurahan/Desa";"Seumatang"
"1103022029";"Kelurahan/Desa";"Ujong Tunong"
"1103022030";"Kelurahan/Desa";"Bukit Dindeng"
"1103022031";"Kelurahan/Desa";"Paya Pasi"
"1103022032";"Kelurahan/Desa";"Alue Cek Doi"
"1103022033";"Kelurahan/Desa";"Blang Gleum"
"1103022034";"Kelurahan/Desa";"Tanjong Tok Blang"
"1103022035";"Kelurahan/Desa";"Buket Makmu"
"1103022036";"Kelurahan/Desa";"Lhok Seuntang"
"1103022037";"Kelurahan/Desa";"Simpang Lhee"
"1103030000";"Kecamatan";"Idi Rayeuk"
"1103032001";"Kelurahan/Desa";"Gampong Jawa"
"1103032002";"Kelurahan/Desa";"Keude Blang"
"1103032003";"Kelurahan/Desa";"Tanoh Anoe"
"1103032004";"Kelurahan/Desa";"Kuala Peudawa Puntong"
"1103032005";"Kelurahan/Desa";"Gampong Aceh"
"1103032006";"Kelurahan/Desa";"Kuta Blang"
"1103032007";"Kelurahan/Desa";"Gampong Tanjong"
"1103032008";"Kelurahan/Desa";"Blang Geulumpang"
"1103032009";"Kelurahan/Desa";"Meunasah  Pu'uk"
"1103032010";"Kelurahan/Desa";"Bantayan Timu"
"1103032011";"Kelurahan/Desa";"Keutapang  Mameh"
"1103032012";"Kelurahan/Desa";"Seuneubok  Rambong"
"1103032013";"Kelurahan/Desa";"Kuala Idi"
"1103032014";"Kelurahan/Desa";"Keude Aceh"
"1103032023";"Kelurahan/Desa";"Seuneubok Bacee"
"1103032029";"Kelurahan/Desa";"Titi Baro"
"1103032047";"Kelurahan/Desa";"Tanjong Kapai"
"1103032048";"Kelurahan/Desa";"Alue Dua Muka O"
"1103032049";"Kelurahan/Desa";"Alue Dua Muka S"
"1103032050";"Kelurahan/Desa";"Ulee Blang"
"1103032051";"Kelurahan/Desa";"Buket Jok"
"1103032052";"Kelurahan/Desa";"Buket Meulinteung"
"1103032053";"Kelurahan/Desa";"Gampong Jalan"
"1103032054";"Kelurahan/Desa";"Teupin Batee"
"1103032055";"Kelurahan/Desa";"Buket Langa"
"1103032056";"Kelurahan/Desa";"Buket Pala"
"1103032057";"Kelurahan/Desa";"Buket Juara"
"1103032058";"Kelurahan/Desa";"Seuneubok Tutong"
"1103032059";"Kelurahan/Desa";"Seuneubok Tuha"
"1103032060";"Kelurahan/Desa";"Sampoimah"
"1103032061";"Kelurahan/Desa";"Dama pulo"
"1103032062";"Kelurahan/Desa";"Gureb Blang"
"1103032064";"Kelurahan/Desa";"Gampong Baro"
"1103032065";"Kelurahan/Desa";"Seuneubok Teungoh P.Puntong"
"1103032067";"Kelurahan/Desa";"Kuta Lawah"
"1103040000";"Kecamatan";"Birem Bayeun"
"1103042001";"Kelurahan/Desa";"Jambo Labu"
"1103042002";"Kelurahan/Desa";"Alue Canang"
"1103042003";"Kelurahan/Desa";"Alue Drien"
"1103042004";"Kelurahan/Desa";"Buket Tiga"
"1103042005";"Kelurahan/Desa";"Benteng"
"1103042006";"Kelurahan/Desa";"Afeling II Bukit"
"1103042007";"Kelurahan/Desa";"Keumuneng  Hulu"
"1103042008";"Kelurahan/Desa";"Peutow"
"1103042009";"Kelurahan/Desa";"Alue Buloh"
"1103042010";"Kelurahan/Desa";"Alue Teh"
"1103042011";"Kelurahan/Desa";"Paya Rambong"
"1103042012";"Kelurahan/Desa";"Alue Gadeng SA"
"1103042013";"Kelurahan/Desa";"Paya Tampah"
"1103042014";"Kelurahan/Desa";"Paya Bili Dua"
"1103042015";"Kelurahan/Desa";"Paya Bili Sa"
"1103042016";"Kelurahan/Desa";"Paya Peulawi"
"1103042017";"Kelurahan/Desa";"Keude Birem"
"1103042018";"Kelurahan/Desa";"Bayeun"
"1103042019";"Kelurahan/Desa";"Aramiyah"
"1103042020";"Kelurahan/Desa";"Blang Tualang"
"1103042021";"Kelurahan/Desa";"Buket Seuleumak"
"1103042022";"Kelurahan/Desa";"Birem Rayeuk"
"1103042023";"Kelurahan/Desa";"Alue Gadeng"
"1103042024";"Kelurahan/Desa";"Alue Gadeng Dua"
"1103042025";"Kelurahan/Desa";"Alue Sentang"
"1103042026";"Kelurahan/Desa";"Merbou Dua"
"1103042027";"Kelurahan/Desa";"Alue Nyamoek"
"1103050000";"Kecamatan";"Serbajadi"
"1103052001";"Kelurahan/Desa";"Lokop"
"1103052002";"Kelurahan/Desa";"Terujak"
"1103052003";"Kelurahan/Desa";"Tualang"
"1103052004";"Kelurahan/Desa";"Leles"
"1103052005";"Kelurahan/Desa";"Ujung Karang"
"1103052006";"Kelurahan/Desa";"Nalon"
"1103052007";"Kelurahan/Desa";"Jering"
"1103052008";"Kelurahan/Desa";"Loot"
"1103052009";"Kelurahan/Desa";"Seku Alan"
"1103052010";"Kelurahan/Desa";"Sunti"
"1103052011";"Kelurahan/Desa";"Umah Taring"
"1103052012";"Kelurahan/Desa";"Bunin"
"1103052013";"Kelurahan/Desa";"Sembuang"
"1103052014";"Kelurahan/Desa";"Seuleumak"
"1103052015";"Kelurahan/Desa";"Mesir"
"1103052016";"Kelurahan/Desa";"Rampah"
"1103052022";"Kelurahan/Desa";"Arul Durin"
"1103060000";"Kecamatan";"Nurussalam"
"1103062001";"Kelurahan/Desa";"Keude Bagok Sa"
"1103062002";"Kelurahan/Desa";"Keude Bagok Dua"
"1103062003";"Kelurahan/Desa";"Asan Tanjong"
"1103062004";"Kelurahan/Desa";"Bantayan"
"1103062005";"Kelurahan/Desa";"Matang Seuleumak"
"1103062006";"Kelurahan/Desa";"Teupin Pukat"
"1103062007";"Kelurahan/Desa";"Matang Neuheun"
"1103062008";"Kelurahan/Desa";"Kuala Bagok"
"1103062009";"Kelurahan/Desa";"Meunasah  Teungoh"
"1103062010";"Kelurahan/Desa";"Medang Ara"
"1103062011";"Kelurahan/Desa";"Peulawi"
"1103062012";"Kelurahan/Desa";"Baroh Bugeng"
"1103062013";"Kelurahan/Desa";"Seumatang  Aron"
"1103062014";"Kelurahan/Desa";"Blang Panjou"
"1103062025";"Kelurahan/Desa";"Pulo U"
"1103062026";"Kelurahan/Desa";"Cot Asan"
"1103062027";"Kelurahan/Desa";"Paya Enjee"
"1103062028";"Kelurahan/Desa";"Seuleumak Muda"
"1103062029";"Kelurahan/Desa";"Matang Panyang"
"1103062030";"Kelurahan/Desa";"Meunasah Hagu"
"1103062031";"Kelurahan/Desa";"Matang Kunyet"
"1103062032";"Kelurahan/Desa";"Buket Panjou"
"1103062033";"Kelurahan/Desa";"Buket Meurak"
"1103062034";"Kelurahan/Desa";"Buket Panyang"
"1103062035";"Kelurahan/Desa";"Seuneubok Dalam"
"1103062036";"Kelurahan/Desa";"Gampong Mesjid"
"1103062037";"Kelurahan/Desa";"Alue Siwah Serdang"
"1103062038";"Kelurahan/Desa";"Gampong Lhee"
"1103062039";"Kelurahan/Desa";"Beurandang"
"1103062040";"Kelurahan/Desa";"Gampong Jalan"
"1103062041";"Kelurahan/Desa";"Seuneubok Rambong"
"1103070000";"Kecamatan";"Peureulak"
"1103072001";"Kelurahan/Desa";"Pasir Putih"
"1103072002";"Kelurahan/Desa";"Tualang"
"1103072003";"Kelurahan/Desa";"Keude Peureulak"
"1103072004";"Kelurahan/Desa";"Leuge"
"1103072005";"Kelurahan/Desa";"Uteun Dama"
"1103072006";"Kelurahan/Desa";"Punti"
"1103072007";"Kelurahan/Desa";"Alue Dua Paya Gajah"
"1103072008";"Kelurahan/Desa";"Blang Bitra"
"1103072009";"Kelurahan/Desa";"Kuala Bugak"
"1103072010";"Kelurahan/Desa";"Paya Lipah"
"1103072011";"Kelurahan/Desa";"Seumatang  Muda Itam"
"1103072012";"Kelurahan/Desa";"Lhok Dalam"
"1103072013";"Kelurahan/Desa";"Beusa Meuranoe"
"1103072014";"Kelurahan/Desa";"Bangka Rimung"
"1103072015";"Kelurahan/Desa";"Tanoh Rata"
"1103072016";"Kelurahan/Desa";"Bandrong"
"1103072017";"Kelurahan/Desa";"Blang Balok"
"1103072018";"Kelurahan/Desa";"Cot Muda Itam"
"1103072019";"Kelurahan/Desa";"Keumuneng"
"1103072020";"Kelurahan/Desa";"Kuala Leuge"
"1103072021";"Kelurahan/Desa";"Balee Buya"
"1103072022";"Kelurahan/Desa";"Alue Nibong"
"1103072023";"Kelurahan/Desa";"Seuneubok Peusangan"
"1103072024";"Kelurahan/Desa";"Seuneubok Aceh"
"1103072025";"Kelurahan/Desa";"Seuneubok Pidie"
"1103072026";"Kelurahan/Desa";"Dama Tutong"
"1103072027";"Kelurahan/Desa";"Matang Gleum"
"1103072028";"Kelurahan/Desa";"Lubok Pempeng"
"1103072029";"Kelurahan/Desa";"Buket Pala"
"1103072030";"Kelurahan/Desa";"Paya Kalui"
"1103072031";"Kelurahan/Desa";"Cek Mbon"
"1103072032";"Kelurahan/Desa";"Paya Meuligou"
"1103072033";"Kelurahan/Desa";"Blang Simpo"
"1103072034";"Kelurahan/Desa";"Blang Batee"
"1103072035";"Kelurahan/Desa";"Matang Peulawi"
"1103072036";"Kelurahan/Desa";"Cot Geulumpang"
"1103072037";"Kelurahan/Desa";"Alue Rambong"
"1103072038";"Kelurahan/Desa";"Cot Keh"
"1103080000";"Kecamatan";"Rantau Selamat"
"1103082001";"Kelurahan/Desa";"Bayeun"
"1103082002";"Kelurahan/Desa";"Rantau Panjang"
"1103082003";"Kelurahan/Desa";"Alue Raya"
"1103082004";"Kelurahan/Desa";"Alue Kumba"
"1103082005";"Kelurahan/Desa";"Seuneubok  Dalam"
"1103082006";"Kelurahan/Desa";"Alue Seuleumak"
"1103082007";"Kelurahan/Desa";"Sarah Kayee"
"1103082008";"Kelurahan/Desa";"Damar Siput"
"1103082009";"Kelurahan/Desa";"Simpang Peut"
"1103082010";"Kelurahan/Desa";"Simpang Aneuh"
"1103082011";"Kelurahan/Desa";"Alue Punti"
"1103082012";"Kelurahan/Desa";"Alue Kaul"
"1103082013";"Kelurahan/Desa";"Sarah Teube"
"1103082014";"Kelurahan/Desa";"Alue Tuwi"
"1103090000";"Kecamatan";"Simpang Ulim"
"1103092001";"Kelurahan/Desa";"Peulalu"
"1103092002";"Kelurahan/Desa";"Nicah Awe"
"1103092003";"Kelurahan/Desa";"Alue Buloh Sa"
"1103092004";"Kelurahan/Desa";"Alue Buloh Dua"
"1103092005";"Kelurahan/Desa";"Teupin Breuh"
"1103092006";"Kelurahan/Desa";"Matang Rayeuk"
"1103092007";"Kelurahan/Desa";"Matang Kumbang"
"1103092008";"Kelurahan/Desa";"Blang Nie"
"1103092010";"Kelurahan/Desa";"Bantayan"
"1103092011";"Kelurahan/Desa";"Matang Weng"
"1103092012";"Kelurahan/Desa";"Alue Mulieng"
"1103092013";"Kelurahan/Desa";"Pucok Alue Dua"
"1103092014";"Kelurahan/Desa";"Gampong Blang"
"1103092015";"Kelurahan/Desa";"Keude Tuha"
"1103092016";"Kelurahan/Desa";"Kuala Simpang Ulim"
"1103092017";"Kelurahan/Desa";"Lampoh Rayeuk"
"1103092018";"Kelurahan/Desa";"Teupin Mamplam"
"1103092019";"Kelurahan/Desa";"Titi Baroh"
"1103092020";"Kelurahan/Desa";"Pucok Alue Sa"
"1103092021";"Kelurahan/Desa";"Pucok Alue Barat"
"1103092022";"Kelurahan/Desa";"Arakundo"
"1103092023";"Kelurahan/Desa";"Gampong Baro"
"1103092024";"Kelurahan/Desa";"Matang Seupeng"
"1103100000";"Kecamatan";"Rantau Peureulak"
"1103102001";"Kelurahan/Desa";"Paya Unou"
"1103102002";"Kelurahan/Desa";"Seuneubok  Johan"
"1103102003";"Kelurahan/Desa";"Seuneubok  Baro"
"1103102004";"Kelurahan/Desa";"Pulo Blang"
"1103102005";"Kelurahan/Desa";"Blang Barom"
"1103102006";"Kelurahan/Desa";"Seuneubok Dalam"
"1103102007";"Kelurahan/Desa";"Seuleumak Muda"
"1103102008";"Kelurahan/Desa";"Bhom Lama"
"1103102009";"Kelurahan/Desa";"Pasi Puteh"
"1103102010";"Kelurahan/Desa";"Alue Dua"
"1103102011";"Kelurahan/Desa";"Buket Pala"
"1103102012";"Kelurahan/Desa";"Mata Ie"
"1103102013";"Kelurahan/Desa";"Alue Udep"
